rank,address,city,zip,num_npis,total_paid,total_claims,num_unique_codes,num_auth_officials,same_auth_flag,entity_names,auth_officials
2112,23 MILL ST,LEOMINSTER,014533202,2,33864.12,1484,4,2,,"LEOMINSTER OPTOMETRIC ASSOCIATES, INC. | LEOMINSTER FAMILY EYECARE PLLC",JOHN MOONEY | KEVIN QUANG
2113,38R ENON ST,BEVERLY,019151166,2,33712.68,918,5,0,,TINA WAUGH | ERIN ACEVEDO,
2114,230 WORCESTER ST,WELLESLEY HILLS,024815420,2,33683.21,213,5,0,,EUMENE CHING | HAOLI JIN,
2115,50 WASON AVE FL 2,SPRINGFIELD,011071280,2,33642.92,106,4,2,,"BAYSTATE NEW ENGLAND ORTHOPEDIC SURGEONS ALLIANCE, LLC | PULSE ANESTHESIA CONSULTANTS PC",STACY DANAHY | GHASSAN ALI ALJAFAR
2116,"LAHEY HEALTH PRIMARY CARE, LYNNFIELD",LYNNFIELD,019402667,2,33634.85,1464,7,1,YES,"SINI POULOSE | BETH ISRAEL LAHEY HEALTH PRIMARY CARE, INC. dba <UNAVAIL>",ALEX BARKER
2117,22 MILL ST STE 101,ARLINGTON,024764738,2,33276.60,486,7,0,,ANI TAHMASSIAN | JAMESON BELL,
2118,154 MAIN ST,NORTHBOROUGH,015321930,2,33263.00,950,2,2,,"M MOHEBAN DMD PC dba <UNAVAIL> | NORTHBOROUGH FAMILY DENTAL, PC",MANSOUR MOHEBAN | ALEXANDER MOHEBAN
2119,135 MAIN ST STE 5,STURBRIDGE,015661569,2,33216.28,1189,5,1,YES,KRISTEN PETERSON | MYEYEDR OPTOMETRY OF MASSACHUSETTS P C dba <UNAVAIL>,SUE DOWNES
2120,1280 W CENTRAL ST STE 101,FRANKLIN,020383110,2,33161.09,886,7,0,,KYLE LANCIANI | MAGDALEN FLYNN,
2121,1261 FURNACE BROOK PKWY STE 28,QUINCY,021694762,2,32846.00,867,6,2,,QUINCY DENTAL CARE PC | MARIANELLA ROMERO DMD PLLC,MARIANELLA ROMERO-ZAMORA | HAN LHO
2122,134 CAPITAL DR STE E,WEST SPRINGFIELD,010891320,2,32832.44,530,2,0,,JEFFREY MULHERN | ANTHONY POINDEXTER,
2123,336 THOMPSON RD,WEBSTER,015701509,2,32748.99,4072,13,0,,ANTHONY TALIERI | ANNA BOTTAR,
2124,135 JACKSON ST,LOWELL,018522103,3,31436.36,307,3,0,,ZINABU MAXWELL | MARIA AURORA LIM | NALYNE DOM,
2125,64 CONCORD STREET,WILMINGTON,01887,2,31258.97,1393,3,1,YES,"SHARON STOTSKY | RHEUMATOLOGY AND INTERNAL MEDICINE ASSOCIATES, PC",SHARON STOTSKY
2126,85 SOUTH ST,WARE,010821667,7,30917.41,491,7,2,,"GEORGE GRILLO | HARSHAD SANGHVI | RICHARD GERSTEIN | DAVID MILLER | RICHARD ROMANO | HARSHAD V. SANGHVI, MD, PC | BAYSTATE MEDICAL CENTER, INC. dba <UNAVAIL>",HARSHAD SANGHVI | DENNIS CHALKE
2127,45 LYMAN ST,WESTBOROUGH,015812628,2,30838.90,1914,4,1,YES,KAROLINA LABOISSONNIERE | WESTBOROUGH PODIATRY PLLC,JAMES KARADIMOS
2128,501 BOSTON POST RD,SUDBURY,017763335,2,30779.91,666,5,1,YES,CVS PHARMACY INC dba <UNAVAIL> | HAYLEY DEANGELIS,SUSAN COLBERT
2129,445 GROVE ST,WORCESTER,016051225,2,30677.09,663,3,1,YES,VICTOR BOADU | COMMUNITY COUNSELING CENTER PLLC,VICTOR BOADU
2130,669 MAIN ST,WAKEFIELD,018805200,3,30649.32,1279,5,2,,C. DOUGLAS EVANS | NORTH SUBURBAN EYE ASSOCIATES PC | NORTH SUBURBAN EYE ASSOCIATES LLC,C DOUGLAS EVANS | C. DOUGLAS EVANS
2131,390 PLEASANT ST,MALDEN,021488114,2,30609.02,874,9,1,YES,JOHN CARROLL | MASSE NEUROMUSCULAR THERAPY,ROLANDO MASSE
2132,200 MAY ST,SOUTH ATTLEBORO,027035520,2,30605.78,511,2,0,,GREGORY HANDEL | MICHAEL GEOGHEGAN,
2133,3 PARK DR,WESTFORD,018863511,3,30553.12,4030,8,3,,"3 PARK DRIVE OPERATIONS LLC dba <UNAVAIL> | BEAR MT WESTFORD, LLC | WESTFORD NURSING AND REHAB BHC OPERATIONS dba <UNAVAIL>",JOHN WYNNE | AVROHOM BROWN | MICHAEL BERG
2134,64 WHALON STREET,FITCHBURG,01420,2,30269.59,528,4,1,YES,"IRIS SULLIVAN | IRIS SULLIVAN M.D., PC",IRIS SULLIVAN
2135,91 MILL ST,DRACUT,018263276,2,30165.18,1315,4,1,YES,"ERICA HILL | HILL EYE ASSOCIATES, PLLC",ERICA HILL
2136,359 HIGH ST,GREENFIELD,013012617,2,30155.44,3007,6,2,,"SOMERSET LONGTERM CARE, LLC dba <UNAVAIL> | GREENFIELD REHABILITATION AND NURSING CENTER LLC",AKIVA HOROWITZ | MICHELLE KELLEY
2137,10 N MAIN ST,CHARLTON,015071590,4,30052.56,1277,10,0,,ARCHANA SHAH | BRENDA GEDDIS-COMRIE | REBECCA RUSSO | MADELINE LANE,
2138,1236 MAIN ST,HOLYOKE,010405370,2,29710.56,741,5,1,YES,MARTIN LESSER | ANDREW B CHERTOFF MDPC,ANDREW CHERTOFF
2139,91 EAST MOUNTAIN ROAD,WESTFIELD,010851801,2,29552.81,4059,11,1,YES,WESTERN MASSACHUSETTS HOSPITAL dba <UNAVAIL> | WESTERN MASSACHUSETTS HOSPITAL dba <UNAVAIL>,ANTHONY DISTEFANO
2140,241 N MAIN ST,LEOMINSTER,014532219,2,29312.69,517,5,1,YES,"BONNIE BLASS | MEDEXPRESS URGENT CARE, PC - MASSACHUSETTS dba <UNAVAIL>",JOY KIMBALL
2141,180 STATE RD,SAGAMORE BEACH,025622362,2,29201.08,1113,3,1,YES,"BRIAN DOUGLAS | DOUGLAS FAMILY CHIROPRACTIC, INC",BRIAN DOUGLAS
2142,4901 N MAIN ST,FALL RIVER,027202080,3,29139.82,3378,9,3,,4901 NORTH MAIN STREET OPERATIONS LLC dba <UNAVAIL> | REVOLUTION AT SARAH BRAYTON PLACE LLC | SARAH S BRAYTON SNF OPERATIONS BHC,MOSHE STEINBERG | MICHAEL BERG | JOSEPH DEUTSCH
2143,"7 ALFRED STREET, BALDWIN PARK II",WOBURN,018011976,2,29120.62,483,6,0,,EMILY ZIADY | KIMBERLY GOODRIDGE,
2144,93 POND ST,SHARON,020672015,2,29111.06,393,4,0,,STACEY BREEN GREALLY | DANRU LEE,
2145,1563 FALL RIVER AVE,SEEKONK,02771,3,28713.15,393,4,1,YES,"RUDY BOKOR | MICHAEL GROSS | SEEKONK COUNSELING AND RELATIONAL CENTER, LLC",STEVEN BERUBE
2146,308 MAIN ST,MILFORD,017572511,2,28333.66,1157,3,1,YES,"WILLIAM SHINE | MILFORD REGIONAL PHYSICIAN GROUP, INC. dba <UNAVAIL>",PATRICK MCSWEENEY
2147,101 CEDAR ST,MILFORD,017571101,3,28291.10,1000,6,0,,MATTHEW WYLIE | MICHAEL BRUNELL | RYAN FONTAINE,
2148,33 COMMERCIAL ST,GLOUCESTER,019305040,2,28157.18,288,2,0,,LISA WATSON | DAVID SWANSON,
2149,300 CONGRESS ST STE 102,QUINCY,021690907,3,27293.47,931,8,1,YES,CROWN OBSTETRICS & GYNECOLOGY P.C. | ZACHARY HOMA | SARAH FRYC,PATRICIA BERRICK
2150,260 TREMONT ST,BOSTON,021165603,2,27214.71,605,5,0,,AZIN ABAZARI | SARAH ROBINSON,
2151,537 WASHINGTON ST,CANTON,020213001,2,27200.06,1298,6,1,YES,"ALAN RAPOPORT | ALICE A. CUSNER, O.D.,P.C.",ALICE CUSNER
2152,850 BOYLSTON ST,CHESTNUT HILL,024672477,5,27033.58,637,6,0,,RICHARD HORAN | LALITA HAINES | MARY BROWN | FREDERICK MANDELL | NYLA HASHIM,
2153,391 BROADWAY STE 301,EVERETT,021493471,2,26982.79,544,12,0,,JACQUELINE HIRSHBERG | ALEXANDRA LESTER,
2154,12 ALFRED ST,WOBURN,018011972,2,26535.80,604,1,1,YES,"PSYCHOLOGICAL CARE ASSOCIATES, P.C. | DONNA GRAHAM",MICHAEL JACQUES
2155,330 BROOKLINE AVE # SHAPIRO8,BOSTON,022155491,2,26504.44,665,4,0,,BLAIR WYLIE | ASHLEY KOWALCZYK,
2156,21 CULLEY ST,FITCHBURG,014203509,2,26472.66,313,1,1,YES,TK RESPECT LLC | PETER MCKENNA,THOMAS KEATING
2157,355 UNION ST,NEW BEDFORD,02740,2,26310.46,338,3,0,,KRISTINE PARKS | ALEX WEINER,
2158,572 BOSTON RD,BILLERICA,01821,2,26117.04,377,6,0,,DINA GUYETSKY | LAUREL ASHCRAFT,
2159,45 FRANCIS STREET,BOSTON,02115,2,25697.02,1200,19,0,,ANJU PATEL | JULIA JEZMIR,
2160,603 CONCORD AVE,CAMBRIDGE,021381197,2,25540.68,651,8,2,,"CAREWELL URGENT CARE CENTERS OF MA, PC dba <UNAVAIL> | CAMBRIDGE EYE GROUP INC",MARCUS HAMPERS | JACKY KONG
2161,100 ERDMAN WAY,LEOMINSTER,014531804,3,25480.61,390,3,1,YES,"DARON MASSEY | MASS LUNG & ALLERGY, P.C. dba <UNAVAIL> | LIZMARIE PERALTA",PAYAM AGHASSI
2162,369 FRONT ST,MARION,027381538,2,25468.36,324,2,0,,BRIANNE LIENKAMP | MARY CRONIN,
2163,172 CAMBRIDGE ST,BURLINGTON,018032984,2,25396.72,2728,14,1,YES,EYE ASSOCIATES PC | ROBERT STIPEK,DAVID GENDELMAN
2164,206 MILL RD,FAIRHAVEN,027195208,3,25369.28,8461,17,1,YES,"TODD ROBERTS | SUZELLE LUC | SOUTHCOAST HOSPITALS GROUP, INC dba <UNAVAIL>",WADE BROUGHMAN
2165,1 COMPASS WAY,EAST BRIDGEWATER,023331465,4,25354.93,414,5,0,,JONATHAN ROBBINS ELLIS | KEVIN BRODERICK | NANCY PEPLAU | MICHELLE BEAUPRE,
2166,129 COLLEGE STREET,SOUTH HADLEY,010751412,2,24941.03,5794,2,0,,DAVID CLINTON | ROBERT FISHMAN,
2167,133 SALEM ST,REVERE,021511114,2,24309.01,2635,4,2,,"WEST REVERE HEALTH CENTER, LLC dba <UNAVAIL> | VERO HEALTH XVII, LLC dba <UNAVAIL>",EAMONN REILLY | ELI FISCH
2168,74 MAIN STREET,MEDWAY,02053,2,24300.41,609,3,1,YES,CARL M SOUSA PC dba <UNAVAIL> | CARL SOUSA,CARL SOUSA
2169,201 HIGHLAND ST,CLINTON,015101037,2,24280.00,578,3,1,YES,BIRENDRA SINHA | UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC dba <UNAVAIL>,JOHN BRONHARD
2170,146 PARK AVE,ARLINGTON,024765829,2,24115.35,3671,6,2,,"PARK AVENUE HEALTH CENTER, LLC | PARK AVENUE SNF OPERATIONS LLC",MADIHA MALIK | AVI LIPSCHUTZ
2171,15 ROCHE BROTHERS WAY,NORTH EASTON,023561000,3,24031.96,1620,11,2,,"ALBERT A. ACKIL, M.D., INC. | EASTON EYE CONSULTANTS, PC | ELECTRODIAGNOSTIC AND NEUROMUSCULAR CENTER, PC",KAMBIZ NEGAHBAN | ALBERT ACKIL
2172,3 WOODLAND RD STE 217,STONEHAM,021801711,2,24010.84,1771,4,1,YES,ALLERGY & ASTHMA PHYSICIANS PC dba <UNAVAIL> | AAP - WPHO LLC,JORDAN SCOTT
2173,85 N WASHINGTON ST,NORTH ATTLEBORO,027601634,2,23913.21,2419,9,1,YES,"MADONNA MANOR, INC. | HARRY MAYER",JOANNE ROQUE
2174,67 S BEDFORD ST STE 101W,BURLINGTON,018035152,3,23805.00,542,1,0,,ARIELLE HACHEY | PARKER SHERIDAN | EMILY HARRIS,
2175,1268 SUMNER AVE,SPRINGFIELD,01118,2,23578.10,776,5,1,YES,"JEFFREY ROBINS | ROBINS EYECARE, LLC dba <UNAVAIL>",JEFFREY ROBINS
2176,300 STAFFORD ST STE 154,SPRINGFIELD,011043583,2,23553.91,3556,1,0,,JOHN MARENCO | NADAVALURU REDDY,
2177,152 CONANT ST,BEVERLY,019151600,2,23537.99,340,5,0,,DAVID DOBSON | DMITRIY ZILBER,
2178,50 TREMONT ST,MELROSE,021762721,4,23516.40,3028,6,2,,"SALIL MIDHA | PAULA MCEVOY | RHONDA S. FOGLE, MD,PC | SALIL K MIDHA, MD, PC",SALIL MIDHA | ALEXANDER ASCH
2179,181 PLAIN ST,LOWELL,018525165,2,23434.03,677,4,2,,CVS PHARMACY INC. dba <UNAVAIL> | RAINBOW EYE CARE LLC,SUSAN COLBERT | JIANYAN HUANG
2180,100 WEST ST,NEEDHAM,024941319,2,23368.36,601,5,1,YES,JOSEPH CICCONE | ASSOCIATED PHYSICIANS OF HARVARD MEDICAL FACULTY PHYSICIANS AT BETH IS dba <UNAVAIL>,ALEXANDRA KIMBALL
2181,2 HAYWARD ST,ATTLEBORO,027032113,3,23109.97,2534,3,0,,RONALD PIGEON | JOSEPH DICOLA | GEORGE WATERS,
2182,22 ATWOOD DR,NORTHAMPTON,010604272,4,23092.18,340,4,1,YES,JAMES KIRCHHOFFER | PETER HALPERIN | STEVEN WEINSIER | MASS GENERAL BRIGHAM MEDICAL GROUP WESTERN MASSACHUSETTS INC dba <UNAVAIL>,LINDSAY GAINER
2183,107 WOBURN ST,READING,018672907,6,23051.87,1028,4,1,YES,JOAN SACHS | HOWARD RASHBA | MARK CURDO | ROBIN SMITH | DOWD MEDICAL ASSOCIATES | JENNIFER CORWIN,HOWARD RASHBA
2184,250 NORTHAMPTON ST STE A,EASTHAMPTON,010271198,2,22914.82,884,3,0,,KIMBERLY BUDRI | KANI BROWN,
2185,1244 BOYLSTON ST,CHESTNUT HILL,024672116,3,22842.27,751,6,2,,"CECILIA HURST | NEW ENGLAND PODIATRY ASSOCIATES, P.C. | VERNICK & GOPAL,LLC",DAVID VERNICK | RONALD ETSKOVITZ
2186,86 ASHLEY AVE,WEST SPRINGFIELD,010891302,2,22704.53,4281,17,1,YES,MICHAEL CHILL | S. LOWELL KAHN MD PC dba <UNAVAIL>,SIDNEY KAHN
2187,205 PARKINGWAY,QUINCY,02169,2,22617.63,2220,17,1,YES,NIBAL HARATI | GATHER HEALTH PRIMARY CARE OF MASSACHUSETTS PC,JOHN LOUGHNANE
2188,681 FALMOUTH RD STE D22,MASHPEE,026496314,2,22481.35,239,1,1,YES,LEAH ROWE | BLUE LOTUS BEHAVIORAL HEALTH AND WELLNESS INC,LEAH ROWE
2189,220 RESERVOIR ST STE 28,NEEDHAM,024943133,3,22427.96,185,3,0,,LAURA MCCABE | ADAM COOLIDGE | MARGARET CIAMPI,
2190,710 ROUTE 28,HARWICH PORT,026461931,2,22045.16,245,2,0,,MARIANNE HARRIS | THOMAS BUTLER,
2191,1691 BEACON ST,BROOKLINE,024454400,2,21995.99,824,4,1,YES,MELISSA CROSSEN | BEACON FAMILY DENTAL,XINYAN LIU
2192,1576 COMMONWEALTH AVE,BRIGHTON,021355004,2,21978.00,534,6,2,,ARANDIA MEOLA LLC dba <UNAVAIL> | MEOLA DENTAL GROUP,ERIN RAINES | JASON ARANDIA
2193,2100 DORCHESTER AVE,BOSTON,021245615,4,21748.62,963,11,0,,RICHARD HERMAN | ALEXANDER FEINSTEIN | FNU ZAFRULLAH | ANA ANDRONIKASHVILI,
2194,81 BRIDGE ST # 215,LOWELL,018521270,2,21736.02,270,3,0,,KENNETH POWERS | MABEL JOHNSON,
2195,102 CHARLES ST,BOSTON,021144607,2,21598.78,712,1,1,YES,"CHARLES STREET FAMILY CHIROPRACTIC, INC dba <UNAVAIL> | RYAN CASAGRANDA",TIANA CELESIA
2196,184 W CENTRAL ST,FRANKLIN,020382137,2,21443.74,1183,2,1,YES,"JAMES ANDERSON | FRANKLIN FOOT CARE, PC",JAMES ANDERSON
2197,336 UNION AVE,FRAMINGHAM,017026355,2,21416.45,456,5,0,,KATYA DIVARI | RUSI CHEN,
2198,19 MUZZEY ST,LEXINGTON,02421,4,21309.48,369,7,1,YES,"WENDY WORNHAM | VICTORIA ARTHUR | JANE BERMAN | EAGLE ENDODONTICS, INC",ALI SARRAF
2199,320 BOLTON ST,MARLBORO,01752,2,21228.23,338,4,0,,ARNOLD HILL | JOHN CURRAN,
2200,164 SYLVAN ST,DANVERS,01923,2,20950.01,695,3,1,YES,KATHERINE HARKINS | MYEYEDR OPTOMETRY OF MASSACHUSETTS P C dba <UNAVAIL>,SUE DOWNES
2201,72 E DEDHAM ST,BOSTON,021182315,3,20947.70,255,1,1,YES,WEDIKO CHILDREN'S SERVICES | TIFFANY LEWALLEN | ELIZABETH MORRISON,MICHAEL CLONTZ
2202,350 LINCOLN ST STE 1102,HINGHAM,020431578,2,20812.32,168,2,1,YES,OLIVIA LANNA | HINGHAM MEDICAL CARE INC. dba <UNAVAIL>,OLIVIA LANNA
2203,50 LOOMIS ST,BEDFORD,01730,2,20808.44,660,10,1,YES,MAGDA MIKHIL | BEDFORD DENTAL ASSOCIATES dba <UNAVAIL>,MICHAEL GARBER
2204,2067 MASSACHUSETTS AVE,CAMBRIDGE,021401340,4,20746.68,1018,6,0,,KATHLEEN THELEN | EMILY CHEN | CINDY CHEN | MD SHEIKH,
2205,100 GROVE ST STE 115,WORCESTER,016052630,9,20716.86,6773,13,0,,LAUREN MCTEAGUE | MIKAILA TURNER CLARKE | JAMES TAYLOR | DHRUVA KOTHARI | SVETLANA BOROCHIN | COLLEEN HANLON | BENEDICTA PEPRAH | HELEN HARDY | SYLVIA SODEKUU,
2206,3455 MAIN ST STE C,SPRINGFIELD,011071187,2,20658.52,848,4,1,YES,HOWARD TRIETSCH | BAYSTATE OB/GYN GROUP INC,ALYSA MAJOR
2207,257 STATION AVE,SOUTH YARMOUTH,026641842,2,20499.76,512,10,1,YES,JENNIFER BERRICK | STAR AND FOX PEDIATRICS,JENNIFER BERRICK
2208,5 PRECINCT ST,LAKEVILLE,023471427,2,20433.68,652,3,1,YES,ROBERT GAGNON | LAKEVILLE FAMILY MEDICINE PC,ROBERT GAGNON
2209,565 TURNPIKE ST STE 64,NORTH ANDOVER,018455936,2,20353.36,410,1,1,YES,"RHYS WYMAN | NUTRITION FACTORY, LLC",SHELLEY WOOLSEY
2210,171 DWIGHT RD,LONGMEADOW,011061700,2,20258.23,813,7,2,,"REILLY EVANS ASSOCIATES, PC dba <UNAVAIL> | SV PAIN MANAGEMENT PC",THENU MANIKANTAN | MARK EVANS
2211,68 DEAN ST,TAUNTON,027802713,3,20183.98,2552,12,3,,TAUNTON HEALTHCARE CENTER LLC dba <UNAVAIL> | POST ACUTE SPECIALISTS OF MASSACHUSETTS PLLC | RC TAUNTON LLC,ELIYAHU MIRLIS | MICHAEL NEAL | LAUREL DOTAS
2212,75 LINDALL ST,DANVERS,019232121,3,20062.59,314,4,0,,CHARLES HO | LISA MARIA BARRETO-D'SILVA | DENISE GARABEDIAN,
2213,143 STATE ST,NEWBURYPORT,019506621,2,20027.99,336,6,1,YES,"HARBORSIDE OF NEWBURYPORT, INC. dba <UNAVAIL> | ZACHARY BOWEN",ROBERT AMER
2214,7 VILLAGE SQ,CHELMSFORD,018242712,3,19971.54,385,7,0,,JAYMI FORMAGGIO | SHEILA MOREHOUSE | JACQUES HAGOP SULAHIAN,
2215,14 RESEARCH PL,N CHELMSFORD,018632412,11,19869.60,3689,2,0,,ARASH TABAEE | KIRK MACNAUGHT | RICHARD BIRKHEAD | ERIC EWALD | JAMES WATERS | OMAR ALI | WALTER JO | HARSH SANCHORAWALA | BENJAMIN SMITH | MIRET IBRAHIM | BRIAN CULLINGFORD,
2216,60 EAST ST STE 2500,METHUEN,018444519,2,19860.19,757,15,0,,VAIBHAV JAGAD | BHOOMI KOTAK,
2217,85 PATTON RD,DEVENS,014344401,2,19674.97,178,2,0,,JEAN MESQUITA MELLO | CHRISTINE MANSEAU,
2218,1885 REVERE BEACH PKWY STE 3,EVERETT,021495923,2,19670.03,556,2,2,,DR. VEENU GILL AND ASSOCIATES P.C. | VISTA VISION INC,EMILY ROCHA | VEENU GILL
2219,20 PONDMEADOW DRIVE,READING,01867,2,19412.42,522,8,1,YES,MARK A. LATINA dba <UNAVAIL> | JOSEPH HILL,MARK LATINA
2220,370 LUNENBURG ST,FITCHBURG,014204541,3,19400.26,499,2,0,,HANNAH COATES | ERICA MAGAZINER | KATE COSGROVE,
2221,1R NEWBURY ST STE 211,PEABODY,019603816,2,19341.52,246,1,0,,KELIN DICKERSON | REBEKAH DUA,
2222,5 INDUSTRIAL DR,MASHPEE,026493464,2,18949.13,358,4,1,YES,"CRAIG JONES, M.D. - EAR, NOSE & THROAT SURGERY, P.C. | LEANN SWANSON",CRAIG JONES
2223,33 MULBERRY ST,SPRINGFIELD,011051406,2,18941.65,477,2,1,YES,"PYRAMID NUTRITION SERVICES, INC | SIENNA CARON",NICOLE FRANK-MASLAR
2224,40 PARK ST,PEPPERELL,014631192,2,18909.80,588,4,2,,PEPPERELL FAMILY DENTISTRY P.C. | ORANGE BLOSSOM DENTAL PLLC,WILLIAM AUFFINGER | GENEVIEVE GARRIS
2225,67 BELMONT ST,WORCESTER,016052657,5,18726.29,271,5,1,YES,JUSTIN MAYKEL | DONALD CZERNIACH | ARNO SUNGARIAN | JOAN PUGLIA | NEARY & HUNTER OB/GYN LLC,TODD HUNTER
2226,1400 VFW PKWY,WEST ROXBURY,021324927,6,18705.93,571,6,0,,QIN HUANG | XIN LI | TALYA SHAHAL | KATE RAITI-PALAZZOLO | GABRIELLE VANSPEYBROECK | CLAIRE STAUFFER,
2227,95 WASHINGTON ST STE 466,CANTON,020214008,3,18522.95,415,4,3,,AMY CATALANO OD LLC | TLC EYEWEAR INC. | LUMEN VISION CARE,JANA WEGRZYN | PATRICIA RAMANAUSKAS | AMY CATALANO
2228,1501 MAIN ST,TEWKSBURY,018764725,2,18494.86,314,2,1,YES,"LISA FRIEDLANDER | FAIRWAY CHIROPRACTIC CLINIC, PC",DOUGLAS MAGUIRE
2229,930 COMMONWEALTH AVE SUITE 2A,BOSTON,02215,2,18402.91,636,5,0,,MARK O'DONOGHUE | ANNA MARIA BAGLIERI,
2230,300 STAFFORD ST STE 102,SPRINGFIELD,011043581,2,18165.87,2720,1,0,,JAY MARKHAM | YUFENG ZHANG,
2231,320 BROOKFIELD RD,FISKDALE,015181017,4,18001.21,1416,6,2,,TANTASQUA REGIONAL SCHOOL DISTRICT UNION 61 | TOWN OF BRIMFIELD | TOWN OF BROOKFIELD | TREASURER TOWN OF STURBRIDGE,MICHAEL MASNY | DANIEL DURGIN
2232,185 PILGRIM RD,BOSTON,022155324,9,17858.00,678,6,0,,DAVID LEEMAN | THANH DINH | JOHN GIURINI | PETER ZIMETBAUM | ANNEMARIE ANAGNOSTOPOULOS | MICHAEL GAVIN | EDWARD GRANDIN | JONATHAN WAKS | JEREMY ROBBINS,
2233,50 LEOMINSTER RD,STERLING,015642146,2,17764.80,1019,10,1,YES,SU-FAN LIN | CENTRAL MASS PULMONARY PC,ODALYS CROTEAU
2234,481 BEDFORD ST,ABINGTON,02351,2,17725.00,446,4,1,YES,DIANE KOURY | HOLY VINE DENTAL PLLC,MARIAN MEGELLY
2235,57 BEDFORD ST STE 100,LEXINGTON,024204550,2,17557.51,492,4,1,YES,"AMY LAZARO | LEXINGTON PEDIATRICS, LLC",RAMEY HARRIS-TATAR
2236,349 HAYDENVILLE RD,LEEDS,010539767,2,17551.80,23550,12,1,YES,"LINDA MANOR NURSING, LLC dba <UNAVAIL> | NORTHAMPTON MANAGEMENT SYSTEMS, INC",WILLIAM JONES
2237,185 HIGH ST,HOLYOKE,010406504,2,17291.43,580,4,1,YES,RMK HOLYOKE OPTICAL INC dba <UNAVAIL> | ANGELA CIOCCA,RICHARD KULPINSKI
2238,311 NEWBURY ST,DANVERS,019231027,2,16920.00,218,3,1,YES,CVS PHARMACY INC dba <UNAVAIL> | KARLENY FOLEY,SUSAN COLBERT
2239,37 1/2 FORRESTER ST,NEWBURYPORT,019501938,2,16897.09,312,1,1,YES,ANGELA BARNES | JAMES J DIRESTA DPM PLLC,JAMES DIRESTA
2240,246 MILL ST,LEOMINSTER,014533310,2,16609.50,398,7,1,YES,CVS PHARMACY INC dba <UNAVAIL> | DANANE CHHOR,SUSAN COLBERT
2241,200 WASHINGTON ST,BOXFORD,019211017,2,16596.61,306,3,0,,JANE NDEGWA | FNU UMAIR,
2242,311 SERVICE RD,EAST SANDWICH,025371370,4,16444.08,657,6,1,YES,ANDREW JUDELSON | JOHN ALLEN | SUSAN EHRENTHAL | SCOTT ABRAMSON MD PC,SCOTT ABRAMSON
2243,360 GIFFORD RD,WESTPORT,027903414,2,16325.68,194,4,1,YES,JUSTIN LAPRISE | LAPRISE COUNSELING SERVICES PLLC,JUSTIN LAPRISE
2244,425 UNION ST STE 23,WEST SPRINGFIELD,010893485,2,16269.41,814,3,1,YES,"INDRA HARRIS | SENIOR COUNSELING OF WESTERN MASS, INC",INDRA HARRIS
2245,95 LAUREL ST,GREENFIELD,013013106,2,16261.58,1844,9,2,,BUCKLEY HEALTHCARE CENTER LLC dba <UNAVAIL> | RC GREENFIELD LLC,ELIYAHU MIRLIS | MICHAEL NEAL
2246,100 LEDGEWOOD PL,ROCKLAND,023701075,2,16194.17,647,2,1,YES,"RHONDA WIENER | ARBOUR ELDER SERVICES, INC. dba <UNAVAIL>",CHRISTINE ASACK
2247,99 JACKSON ST,METHUEN,01844,3,16125.51,541,7,2,,ANTHONY MARINO | EVAN F MARINO LLC | ANTHONY F MARINO LLC,EVAN MARINO | ANTHONY MARINO
2248,88 MONVALE AVE,STONEHAM,02180,2,16071.52,234,2,0,,LAURIE GUMUCHIAN | YURIY ANDRUSYSHYN,
2249,110 BOSTON ST,SALEM,019701402,2,15974.48,171,1,0,,CHRISTIN BROWN | JENNIFER MUELLER,
2250,60 GRANITE ST,LYNN,019042915,2,15776.81,313,4,0,,ZORAYDA VIDAL-FARINO | WHITNEY GIBSON,
2251,54 BRIGHAM ST,NEW BEDFORD,027402208,2,15738.17,206,2,0,,EFRAIN TORRES | PEDRO FALLA,
2252,11 NEVINS ST STE 202,BRIGHTON,021353514,2,15731.70,769,4,0,,JAMES STROM | JASON STRAUSS,
2253,495 MASSACHUSETTS AVE,CAMBRIDGE,021394018,2,15602.81,497,3,1,YES,JONATHAN PENA | JONATHAN R PENA OD PC,JONATHAN PENA
2254,1 BEAN RD,STERLING,01564,2,15564.97,976,3,1,YES,WALLACE HOWARD | STERLING FAMILY CHIROPRACTIC P.C.,WALLACE HOWARD
2255,BIDMC,BOSTON,02215,3,15555.82,1714,3,0,,FRANCINE WELTY | CARL RASMUSSEN | NEZAM AFDHAL,
2256,450 NORTH MAIN ST,SHARON,02067,2,14972.27,605,6,1,YES,ERIC LEVIN | NEPONSET VALLEY PEDIATRICS PC,ERIC LEVIN
2257,51 PERFORMANCE DRIVE,WEYMOUTH,02189,3,14926.14,90,5,1,YES,"ATRIUS HEALTH, INC. dba <UNAVAIL> | BENJAMIN CHRISTIAN | MARK GORMAN",STEVE STRONGWATER
2258,280 BOSTON TPKE,SHREWSBURY,015452640,4,14666.98,833,3,1,YES,"GREENDALE PHYSICAL THERAPY, LLC | SWARUPA NISHAR | RACHEL FERRUCCI | BRITTANY FALLON",SAMANTHA IGNASIAK
2259,1501 WASHINGTON ST,BRAINTREE,021847599,2,14636.31,62160,7,1,YES,SOUTH SHORE COMMUNITY PARTNERSHIP | MARIAM SSOZI,ANTONY SHEEHAN
2260,198 GROTON RD STE 2,AYER,01432,2,14596.26,269,3,0,,BRIAN DRESSEL | ASHLEY LYNCH,
