PRIORITY,ADDRESS,CITY,ZIP,TOTAL MEDICAID $,NUM ENTITIES,WHY FLAGGED,ENTITY 1,ENTITY 1 $,PERSON IN CHARGE,PHONE,ENTITY 2,ENTITY 2 $,PERSON IN CHARGE,PHONE,ENTITY 3,ENTITY 3 $,PERSON IN CHARGE,PHONE,ALL ENTITIES,ALL PERSONS
P3 - MEDIUM-HIGH,1030 MAIN ST,WALTHAM,2451,1107832,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $1M BILLED | BILLING SAME CODES: 87635 | ONE PERSON RUNS ALL,KRISTINA ORIO,553143,,(781) 894-6900,"PATRIOT URGENT CARE PROFESSIONALS, PC",491039,DAVID ADAMS (SECRETARY),(781) 894-6900,ELIZABETH KIRSTEIN,60952,,(781) 894-6900,"KRISTINA ORIO /// PATRIOT URGENT CARE PROFESSIONALS, PC /// ELIZABETH KIRSTEIN /// EKATERINA BRODSKI-QUIGLEY /// REBECCA KANO",DAVID ADAMS
P3 - MEDIUM-HIGH,380 JOHN FITCH HWY,FITCHBURG,1420,1107790,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: S9083 | ONE PERSON RUNS ALL,"URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS, LLC",1048122,MARCUS HAMPERS (CEO),(617) 302-4194,ANDREW NOSAL,44690,,(978) 696-3547,CATHY TANG,8178,,(978) 696-3547,"URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS, LLC /// ANDREW NOSAL /// CATHY TANG /// MELYSSA PRICE",MARCUS HAMPERS
P3 - MEDIUM-HIGH,9 CENTRAL STREET,LOWELL,1852,1099121,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,HEALTH INDEPENDENT PROVIDERS INC,1086856,MIGUEL VERDAGUER (PRESIDENT),(978) 452-1282,MIGUEL VERDAGUER,12265,,(978) 452-1282,,0,,,HEALTH INDEPENDENT PROVIDERS INC /// MIGUEL VERDAGUER,MIGUEL VERDAGUER
P3 - MEDIUM-HIGH,490 LINCOLN ST,WORCESTER,1605,1082626,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: D0120, D0150 | ONE PERSON RUNS ALL",PEARLA DENTAL LLC,1015586,ALEEM ZAKARIA (MEMBER),(416) 875-4078,NIDHI HANDA,60429,,(508) 595-0040,PING ZHANG,6611,,(508) 770-0900,PEARLA DENTAL LLC /// NIDHI HANDA /// PING ZHANG,ALEEM ZAKARIA
P3 - MEDIUM-HIGH,79 ERDMAN WAY,LEOMINSTER,1453,1073649,6,SAME PERSON CONTROLS ALL ENTITIES | 6 ENTITIES AT ONE ADDRESS | OVER $1M BILLED | BILLING SAME CODES: 95117 | ONE PERSON RUNS ALL,"NORTHEAST ALLERGY ASTHMA & IMMUNOLOGY, PC",706160,JORDAN SCOTT (PRESIDENT/PHYSICIAIN),(978) 537-4805,JORDAN SCOTT,298494,,(978) 537-4805,FRANCISCO BONILLA,52551,,(617) 355-8594,"NORTHEAST ALLERGY ASTHMA & IMMUNOLOGY, PC /// JORDAN SCOTT /// FRANCISCO BONILLA /// DAVID RIESTER /// KALEIGH O'NEIL /// ERICA DEE",JORDAN SCOTT
P3 - MEDIUM-HIGH,960 MORRISSEY BLVD,DORCHESTER,2122,1071450,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 97110, 97112, 97530, 97535 | ONE PERSON RUNS ALL","ELLIOTT PHYSICAL THERAPY, INC.",1061961,DARRYL ELLIOTT (PRESIDENT),(617) 506-7210,SENECA SPARGO,9490,,(617) 506-7210,,0,,,"ELLIOTT PHYSICAL THERAPY, INC. /// SENECA SPARGO",DARRYL ELLIOTT
P3 - MEDIUM-HIGH,130 NORTH ST,HYANNIS,2601,1071030,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,CAPE COD ORTHOPEDICS AND SPORTS MEDICINE PC,1068272,JOHN WILLIS (CEO),(508) 775-8282,MARK BOARDMAN,2758,,(508) 957-6500,,0,,,CAPE COD ORTHOPEDICS AND SPORTS MEDICINE PC /// MARK BOARDMAN,JOHN WILLIS
P3 - MEDIUM-HIGH,709 WASHINGTON ST,CANTON,2021,1065022,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | OVER $1M BILLED | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,"FAMILY MEDICAL ASSOCIATES, P.C.",1050656,TIMOTHY LOWNEY (PRESIDENT),(781) 828-5351,TIMOTHY LOWNEY,6391,,(781) 828-5351,TIMOTHY LOWNEY,4119,,(781) 828-5351,"FAMILY MEDICAL ASSOCIATES, P.C. /// TIMOTHY LOWNEY /// TIMOTHY LOWNEY /// RACHAEL MARCANTONIO /// SEAN HALEY",TIMOTHY LOWNEY
P3 - MEDIUM-HIGH,100 CUMMINGS CTR STE 135C,BEVERLY,1915,1056717,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 97153, 97155 | ONE PERSON RUNS ALL",ASPIRE LEARNING CENTER LLC,1023798,TIFFANEY FRONGILLO (LICENSED APPLIED BEHAVIOR ANALYST),(978) 473-7300,NINA RUSSELL,32918,,(978) 473-7300,,0,,,ASPIRE LEARNING CENTER LLC /// NINA RUSSELL,TIFFANEY FRONGILLO
P3 - MEDIUM-HIGH,201 S MAIN ST,ATHOL,1331,1053886,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 36415, 85025, 90460, 90471, 99000 | ONE PERSON RUNS ALL","NORTH QUABBIN FAMILY PHYSICIANS, PC",895306,TIMOTHY SOULE-REGINE (VICE-PRESIDENT),(978) 249-0099,TIMOTHY SOULE-REGINE,158579,,(978) 248-3840,,0,,,"NORTH QUABBIN FAMILY PHYSICIANS, PC /// TIMOTHY SOULE-REGINE",TIMOTHY SOULE-REGINE
P3 - MEDIUM-HIGH,1020 PLEASANT STREET,BROCKTON,2301,1040641,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,BAHIGE ASAKAR,1037522,BAHIGE ASAKER (PHYSICIAN/OWNER),(508) 586-7706,BAHIGE ASAKER,3118,,(508) 586-7706,,0,,,BAHIGE ASAKAR /// BAHIGE ASAKER,BAHIGE ASAKER
P3 - MEDIUM-HIGH,30 EASTBROOK RD STE 101,DEDHAM,2026,1034282,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 90834, 90837 | ONE PERSON RUNS ALL",GENNEW,612106,THADDIEUS SARPY (OWNER / VICE PRESIDENT),(857) 293-5020,THADDIEUS SARPY,317593,,(857) 293-5020,LATASHA SARPY,104583,,(857) 293-5020,GENNEW /// THADDIEUS SARPY /// LATASHA SARPY,THADDIEUS SARPY
P3 - MEDIUM-HIGH,527 ALBANY ST STE 200,BOSTON,2118,1021620,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99212 | ONE PERSON RUNS ALL,BOSTON COMMUNITY PEDIATRICS INC,1018987,ROBYN RISEBERG (AUTHORIZED OFFICIAL),(617) 934-6009,ROBYN RISEBERG,2633,,(617) 934-6009,,0,,,BOSTON COMMUNITY PEDIATRICS INC /// ROBYN RISEBERG,ROBYN RISEBERG
P3 - MEDIUM-HIGH,2110 DORCHESTER AVE STE 203,DORCHESTER,2124,1019765,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $1M BILLED | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,"YOO FOOT AND ANKLE PODIATRY, LLC.",1018567,KI-HYUK YOO (DPM/OWNER),(617) 696-5355,KI-HYUK YOO,1198,,(617) 696-5355,,0,,,"YOO FOOT AND ANKLE PODIATRY, LLC. /// KI-HYUK YOO",KI-HYUK YOO
P3 - MEDIUM-HIGH,44 CENTER STREET,NORTH EASTON,2356,978086,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D1110, D1208 | ONE PERSON RUNS ALL","DONALD P. PROHOVICH, DDS, PC",976310,DOLLY PROHOVICH (OFFICE MANAGER),(508) 238-3313,DONALD PROHOVICH,1776,,(508) 238-3313,,0,,,"DONALD P. PROHOVICH, DDS, PC /// DONALD PROHOVICH",DOLLY PROHOVICH
P3 - MEDIUM-HIGH,126A PLEASANT VALLEY ST,METHUEN,1844,959303,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D0220, D0230 | ONE PERSON RUNS ALL","MERRIMACK DENTAL ASSOC., PC",958459,KINAN KANBAR (DENTIST),(978) 682-0336,ZHI SUN,844,,(978) 681-7873,,0,,,"MERRIMACK DENTAL ASSOC., PC /// ZHI SUN",KINAN KANBAR
P3 - MEDIUM-HIGH,200 CENTER ST,LUDLOW,1056,926341,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,"DR. GINO MERCADANTE, P.C.",870696,KIMBERLY WILSON (OFFICE MANAGER),(413) 589-7176,GINO MERCADANTE,55645,,(413) 589-7176,,0,,,"DR. GINO MERCADANTE, P.C. /// GINO MERCADANTE",KIMBERLY WILSON
P3 - MEDIUM-HIGH,345 MAIN ST,TEWKSBURY,1876,911754,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 87804, S9083, U0002 | ONE PERSON RUNS ALL","CAREWELL URGENT CARE CENTERS OF MA, P.C",888298,MARCUS HAMPERS (CEO),(978) 851-4683,JEFFREY BROWN,23456,,(978) 851-4683,,0,,,"CAREWELL URGENT CARE CENTERS OF MA, P.C /// JEFFREY BROWN",MARCUS HAMPERS
P3 - MEDIUM-HIGH,545 UNION AVE,FRAMINGHAM,1702,877675,3,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92004, 92014, 92015 | ONE PERSON RUNS ALL","TPB ENTERPRISES, INC",771552,TRUNG BUI (DIRECTOR),(508) 875-9636,TRUNG BUI,85109,,(508) 875-9636,PHUONG TRINH,21013,,(508) 875-9636,"TPB ENTERPRISES, INC /// TRUNG BUI /// PHUONG TRINH",TRUNG BUI
P3 - MEDIUM-HIGH,1765 CENTRE ST,WEST ROXBURY,2132,865539,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D0150, D1120, D1206 | ONE PERSON RUNS ALL","ZHALEH J. HAMI,DMD&BAHRAM GHASSEMI TARY,D.M.D.,P.C.",863865,ZHALEH HAMI (PRESIDENT),(617) 327-4321,AZIN TARIFARD,1673,,(617) 327-4321,,0,,,"ZHALEH J. HAMI,DMD&BAHRAM GHASSEMI TARY,D.M.D.,P.C. /// AZIN TARIFARD",ZHALEH HAMI
P3 - MEDIUM-HIGH,711 W CENTER ST,WEST BRIDGEWATER,2379,865128,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,"BRIDGEWATER PRIMARY CARE AND CARDIOLOGY, LLC",863999,JOHN TERZIAN (MEDICAL DIRECTOR),(508) 583-1100,JOHN TERZIAN,1129,,(508) 583-1100,,0,,,"BRIDGEWATER PRIMARY CARE AND CARDIOLOGY, LLC /// JOHN TERZIAN",JOHN TERZIAN
P3 - MEDIUM-HIGH,146 FEDERAL ST,GREENFIELD,1301,864253,3,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 93010 | ONE PERSON RUNS ALL,"HAMPDEN & FRANKLIN COUNTY CARDIOVASCULAR ASSOCIATES, PC",849623,JAMES ARCOLEO (PRESIDENT),(413) 774-2222,NITIN BHATNAGAR,12055,,(413) 774-2222,MOHAMMAD KASHEF,2575,,(413) 534-1900,"HAMPDEN & FRANKLIN COUNTY CARDIOVASCULAR ASSOCIATES, PC /// NITIN BHATNAGAR /// MOHAMMAD KASHEF",JAMES ARCOLEO
P3 - MEDIUM-HIGH,382 STATE RD,N DARTMOUTH,2747,861629,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92015 | ONE PERSON RUNS ALL,"JOHN MAGALHAES AND ASSOCIATES, INC.",861128,JOHN MAGALHAES (PRESIDENT),(508) 717-0425,JOHN MAGALHAES,500,,(508) 991-4520,,0,,,"JOHN MAGALHAES AND ASSOCIATES, INC. /// JOHN MAGALHAES",JOHN MAGALHAES
P3 - MEDIUM-HIGH,565 TURNPIKE ST STE 85,NORTH ANDOVER,1845,846984,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 94060, 94729, 95811, 99204, 99233 | ONE PERSON RUNS ALL",INCARE LLC,692161,ESSAM ANSARI (OWNER),(978) 689-2247,INCARE LAWRENCE PLLC,154823,ESSAM ANSARI (OWNER),(978) 689-2247,,0,,,INCARE LLC /// INCARE LAWRENCE PLLC,ESSAM ANSARI
P3 - MEDIUM-HIGH,54 BILLINGS ROAD,QUINCY,2171,842111,3,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 90460, 96127, 99173, 99213, S0302 | ONE PERSON RUNS ALL",LILY LUO,590140,,(617) 773-5400,COMMUNITY PEDIATRICS PC,177025,ANNE LENNON (PRESIDENT),(617) 773-5400,ANNE LENNON,74946,,(617) 773-5400,LILY LUO /// COMMUNITY PEDIATRICS PC /// ANNE LENNON,ANNE LENNON
P3 - MEDIUM-HIGH,971 MAIN STREET,LANCASTER,1523,841473,3,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,ROBERT F KENNEDY COMMUNITY ALLIANCE,806218,MICHAEL AMES (PRESIDENT & CEO),(978) 368-6442,ALLISON GALBRAITH,17907,,(978) 368-6570,AMANDA LEVITAN,17348,,(978) 368-6442,ROBERT F KENNEDY COMMUNITY ALLIANCE /// ALLISON GALBRAITH /// AMANDA LEVITAN,MICHAEL AMES
P3 - MEDIUM-HIGH,7 TECHNOLOGY DR STE 102,NORTH CHELMSFORD,1863,839757,4,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,ASSURED HOPE COMMUNITY HEALTH LLC,725941,GEORGE MUGERWA (CO-OWNER),(978) 677-6354,HENRY KAGGWA,103253,,(978) 677-6354,JULIET KYOTOWADDE,9788,,(978) 677-6354,ASSURED HOPE COMMUNITY HEALTH LLC /// HENRY KAGGWA /// JULIET KYOTOWADDE /// JONATHAN RICHARD,GEORGE MUGERWA
P3 - MEDIUM-HIGH,57 CITY HALL AVE,GARDNER,1440,832946,5,"SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | BILLING SAME CODES: 36415, 99213, 99214 | ONE PERSON RUNS ALL","GARDNER FAMILY MEDICINE, INC.",602441,JENNIFER RYAN (PRESIDENT),(978) 630-3862,JENNIFER RYAN,69521,,(978) 630-3862,CAROL FURNARI,58049,,(978) 630-3862,"GARDNER FAMILY MEDICINE, INC. /// JENNIFER RYAN /// CAROL FURNARI /// MATTHEW ENOS /// ERIK WISNIEWSKI",JENNIFER RYAN
P3 - MEDIUM-HIGH,3500 MAIN ST STE 101,SPRINGFIELD,1107,831479,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: L1820, L1906, L3908, L4361, L4387 | ONE PERSON RUNS ALL","ORTHOTICS & PROSTHETICS LABORATORIES, INC",793038,JAMES HAAS (PRESIDENT),(413) 737-2404,"ORTHOTICS & PROSTHETICS LABORATORIES, INC.",38442,JAMES HAAS (PRESIDENT),(413) 737-2404,,0,,,"ORTHOTICS & PROSTHETICS LABORATORIES, INC /// ORTHOTICS & PROSTHETICS LABORATORIES, INC.",JAMES HAAS
P3 - MEDIUM-HIGH,191 BROADWAY,METHUEN,1844,831329,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 1036F, 99203, G8417, G8427, L3000 | ONE PERSON RUNS ALL",METHUEN PODIATRY ASSOCIATES LLP,697674,MARC KLEIN (PARTNER),(978) 682-0382,"METHUEN PODIATRY ASSOCIATES, LLC",133655,MARC KLEIN (PARTNER),(978) 682-0382,,0,,,"METHUEN PODIATRY ASSOCIATES LLP /// METHUEN PODIATRY ASSOCIATES, LLC",MARC KLEIN
P3 - MEDIUM-HIGH,62 WARREN ST,ROXBURY,2119,829798,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 97110, 97140 | ONE PERSON RUNS ALL","ATLANTIS PHYSICAL THERAPY GROUP,INC,",801390,MOHIT KAUSHIK (PRESIDENT),(617) 442-0111,MOHIT KAUSHIK,28408,,(617) 442-0111,,0,,,"ATLANTIS PHYSICAL THERAPY GROUP,INC, /// MOHIT KAUSHIK",MOHIT KAUSHIK
P3 - MEDIUM-HIGH,415 EAST STREET,CHICOPEE,1020,815313,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D1110 | ONE PERSON RUNS ALL,CHICOPEE DENTAL INC,814624,SUNIT JAIN (DENTIST/ PRESIDENT),(716) 939-4818,HEAJEON SHIN,689,,(413) 419-0100,,0,,,CHICOPEE DENTAL INC /// HEAJEON SHIN,SUNIT JAIN
P3 - MEDIUM-HIGH,90 GLACIER DR,WESTWOOD,2090,793627,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 82310, 83540, 83735, 84100, 84132 | ONE PERSON RUNS ALL","BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC.",614139,BARRY BLANTON (VICE PRESIDENT),(781) 326-9985,"FRESENIUS MEDICAL CARE WESTWOOD, LLC",179488,BARRY BLANTON (VICE PRESIDENT),(781) 326-9985,,0,,,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC. /// FRESENIUS MEDICAL CARE WESTWOOD, LLC",BARRY BLANTON
P3 - MEDIUM-HIGH,404 HUTTLESTON AVE,FAIRHAVEN,2719,792224,6,"SAME PERSON CONTROLS ALL ENTITIES | 6 ENTITIES AT ONE ADDRESS | BILLING SAME CODES: 90460, 96110, 99213, 99214, S0302 | ONE PERSON RUNS ALL","MARION PEDIATRICS, P.C.",210510,STEPHANIE CHURCH (BILLING MANAGER),(508) 996-9333,MATTHEW SHURTLEFF,175160,,(508) 996-9333,SABA SHAMOON-MICHAUD,166935,,(508) 996-9333,"MARION PEDIATRICS, P.C. /// MATTHEW SHURTLEFF /// SABA SHAMOON-MICHAUD /// VANDA BLINN /// CYNTHIA FOX /// LILY KHOURY",STEPHANIE CHURCH
P3 - MEDIUM-HIGH,152 NORTH ST,PITTSFIELD,1201,776102,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,ROBERT J. BOYLSTON INC.,427117,ROBERT BOYLSTON (CLINICAL SOCIAL WORKER),(413) 443-8480,ALTON NICHOLS,348985,,(413) 443-8480,,0,,,ROBERT J. BOYLSTON INC. /// ALTON NICHOLS,ROBERT BOYLSTON
P3 - MEDIUM-HIGH,90 CANAL ST STE 400,BOSTON,2114,767795,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 97153, 97155, H0031 | ONE PERSON RUNS ALL",TAMMY BRONSTEIN,691257,,(857) 285-4520,"GOLDEN STEPS ABA MA, LLC",76538,YISROEL WOLMARK (CEO),(646) 873-6600,,0,,,"TAMMY BRONSTEIN /// GOLDEN STEPS ABA MA, LLC",YISROEL WOLMARK
P3 - MEDIUM-HIGH,55 DEER PARK DR,EAST LONGMEADOW,1028,763479,3,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 97153 | ONE PERSON RUNS ALL,"EMBRACING THE CREATIVE CHILD, LLC",543285,SARAH GALE (OWNER),(413) 525-1500,SEAN SHIMANSKY,211170,,(413) 525-1500,ROY CURRIE,9024,,(413) 527-5180,"EMBRACING THE CREATIVE CHILD, LLC /// SEAN SHIMANSKY /// ROY CURRIE",SARAH GALE
P3 - MEDIUM-HIGH,3 WASHINGTON ST STE 220,NORTH EASTON,2356,757361,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 36415, 99213, 99214 | ONE PERSON RUNS ALL",TRINITY FAMILY MEDICINE,750814,GEOFFREY GILSON (CEO),(508) 230-0155,GEOFFREY GILSON,6547,,(508) 230-0155,,0,,,TRINITY FAMILY MEDICINE /// GEOFFREY GILSON,GEOFFREY GILSON
P3 - MEDIUM-HIGH,125 LIBERTY ST STE 403,SPRINGFIELD,1103,744093,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99203, 99213, 99214 | ONE PERSON RUNS ALL",PETER T DEMOS MD,715578,MICHAEL DEMOS (MANAGER),(413) 739-6611,CASSANDRA AYRE,28515,,(413) 739-6611,,0,,,PETER T DEMOS MD /// CASSANDRA AYRE,MICHAEL DEMOS
P3 - MEDIUM-HIGH,1 N MAIN ST,MANSFIELD,2048,743625,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92014, 92015 | ONE PERSON RUNS ALL",BAY EYE CENTER PC,741586,TIMOTHY LYNCH (PRESIDENT),(508) 339-7600,DONNA ZHANG,2039,,(508) 339-7600,,0,,,BAY EYE CENTER PC /// DONNA ZHANG,TIMOTHY LYNCH
P3 - MEDIUM-HIGH,98 NAHANT ST,LYNN,1902,737212,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 11056, 11721, 99213, 99348 | ONE PERSON RUNS ALL","SANPHY PODIATRY GROUP, INC.",723252,MARK SANPHY (DOCTOR),(781) 596-0703,LAUREN FISHER,13960,,(781) 596-0703,,0,,,"SANPHY PODIATRY GROUP, INC. /// LAUREN FISHER",MARK SANPHY
P3 - MEDIUM-HIGH,252 TREMONT ST,BOSTON,2116,727527,3,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99213, 99214, G0439 | ONE PERSON RUNS ALL",YUN LAM,686395,,(617) 636-8871,MARIA L GORBOVITSKY MD PC,31973,MARIA GORBOVITSKY (PRESIDENT),(617) 636-5855,MARIA GORBOVITSKY,9160,,(617) 636-5855,YUN LAM /// MARIA L GORBOVITSKY MD PC /// MARIA GORBOVITSKY,MARIA GORBOVITSKY
P3 - MEDIUM-HIGH,390 MAIN ST,WORCESTER,1608,725687,3,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,ASSOCIATION OF INDEPENDENT PSYCHOLOGISTS,479320,RICHARD ABELLI (MANAGING PRACTICIONER),(508) 753-8100,PINAMAN GYIMAH - AFFRAM,157472,,(508) 753-4151,ADEKUNLE FAJANA,88895,,(508) 753-4151,ASSOCIATION OF INDEPENDENT PSYCHOLOGISTS /// PINAMAN GYIMAH - AFFRAM /// ADEKUNLE FAJANA,RICHARD ABELLI
P3 - MEDIUM-HIGH,151 ASHLAND ST,NORTH ADAMS,1247,712591,4,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92014, 92015, 99199 | ONE PERSON RUNS ALL","TANZMAN, MASELLI & ASSOCIATES, P.C.",619707,THOMAS MASELLI (OWNER),(413) 662-2020,TIMOTHY MASELLI,61110,,(413) 662-2020,KATIE FIELD,29812,,(413) 662-2020,"TANZMAN, MASELLI & ASSOCIATES, P.C. /// TIMOTHY MASELLI /// KATIE FIELD /// THOMAS MASELLI",THOMAS MASELLI
P3 - MEDIUM-HIGH,1047 BELMONT ST,WATERTOWN,2472,700431,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D0140, D0190, D0191, D1330, D9410 | ONE PERSON RUNS ALL",CHARLES SEITZ,571973,,(617) 489-1808,CHARLES M SEITZ DDS PC,128458,CHARLES SEITZ (PRES),(617) 489-1808,,0,,,CHARLES SEITZ /// CHARLES M SEITZ DDS PC,CHARLES SEITZ
P3 - MEDIUM-HIGH,288 GROVELAND STREET,HAVERHILL,1830,698200,3,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,"ASSOCIATES IN ORTHOPEDICS, PC",573867,BERNARD BRADY (PRESIDENT),(978) 373-3851,CAROLYN ROY-BORNSTEIN,122053,,(978) 521-8108,TERENCE MORAN,2280,,(978) 521-8108,"ASSOCIATES IN ORTHOPEDICS, PC /// CAROLYN ROY-BORNSTEIN /// TERENCE MORAN",BERNARD BRADY
P3 - MEDIUM-HIGH,90 CAREW ST UNIT B,SPRINGFIELD,1104,694140,3,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 95004, 95117, 99204, 99214 | ONE PERSON RUNS ALL",DAVID ROBERTSON,447296,,(413) 707-6460,WESTERN MASSACHUSETTS ALLERGY LLC,214637,DAVID ROBERTSON (OWNER),(413) 707-6460,KERRI ST. GEORGE,32206,,(413) 707-6460,DAVID ROBERTSON /// WESTERN MASSACHUSETTS ALLERGY LLC /// KERRI ST. GEORGE,DAVID ROBERTSON
P3 - MEDIUM-HIGH,1504 N MAIN ST,PALMER,1069,693987,4,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92014, 92015 | ONE PERSON RUNS ALL",KELLY AND VELAZQUEZ EYE CENTER PC,616823,PETER KELLY (PRESIDENT),(413) 283-3511,DENNIS DORANS,56004,,(413) 283-3511,KELLY POULIOT,19657,,(413) 283-3511,KELLY AND VELAZQUEZ EYE CENTER PC /// DENNIS DORANS /// KELLY POULIOT /// LEONARDO VELAZQUEZ,PETER KELLY
P3 - MEDIUM-HIGH,615 LEOMINSTER RD,LUNENBURG,1462,686106,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,SARAH CHAREST DUBOVSKY,343782,,(774) 218-8721,CHRISTINE RANDLE,196868,,(978) 582-7103,PAMELA CAREY,81045,,(978) 582-7103,"SARAH CHAREST DUBOVSKY /// CHRISTINE RANDLE /// PAMELA CAREY /// FLYING HIGH FARM, INC /// LAUREN SHEA",CHRISTINE RANDLE
P3 - MEDIUM-HIGH,652 E WASHINGTON ST UNIT 2,NORTH ATTLEBORO,2760,680304,3,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 90460, 96110, 99173, 99213, 99393 | ONE PERSON RUNS ALL","PEAK PEDIATRIC CARE, PLLC",330409,KATHRYN HANSEN (PHYSICIAN/OWNER),(508) 576-5010,KATHRYN HANSEN,258524,,(508) 576-5010,AMY JANOS,91372,,(508) 576-5010,"PEAK PEDIATRIC CARE, PLLC /// KATHRYN HANSEN /// AMY JANOS",KATHRYN HANSEN
P3 - MEDIUM-HIGH,170 DRAPER AVE,NORTH ATTLEBORO,2760,678843,7,SAME PERSON CONTROLS ALL ENTITIES | 7 ENTITIES AT ONE ADDRESS | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,STURDY HEALTH INC,311061,AMY PFEFFER (CFO),(508) 699-6100,STURDY HEALTH INC,154839,AMY PFEFFER (CFO),(508) 695-1444,AHMAD RANA,115884,,(508) 695-9421,STURDY HEALTH INC /// STURDY HEALTH INC /// AHMAD RANA /// JOSE BENITEZ /// MARIAM KANTEH /// KAREN ALLARD /// ANN DING,AMY PFEFFER
